Ticker, Quantity, Price, Date, Transaction Type
CROX, 1, 23.04, 2020-05-05, BOUGHT
ADDYY, 1, 103.274, 2020-05-05, BOUGHT
AMZN, 1, 117, 2020-05-05, BOUGHT
NKE, 1, 83.6158, 2020-05-05, BOUGHT
TGT, 1, 105.21, 2020-05-06, BOUGHT
DAL, 1, 21.7144, 2020-05-06, BOUGHT
AEO, 1, 6.97748, 2020-05-06, BOUGHT
TSLA, 1, 51.7667, 2020-05-06, BOUGHT
DIS, 1, 101.85, 2020-05-07, BOUGHT
SBUX, 1, 69.1444, 2020-05-07, BOUGHT
NVDA, 1, 75.6016, 2020-05-07, BOUGHT
CRM, 1, 166.5, 2020-05-07, BOUGHT
COST, 2, 294.281, 2020-05-07, SOLD
DAL, 1, 22.3131, 2020-05-08, BOUGHT
LUV, 1, 25.486, 2020-05-08, BOUGHT
HMC, 1, 22.1555, 2020-05-08, BOUGHT
CL, 1, 64.5915, 2020-05-08, BOUGHT
ADDYY, 1, 108.763, 2020-05-08, SOLD
AMZN, 2, 118.607, 2020-05-08, SOLD
TGT, 1, 106.906, 2020-05-08, SOLD
AMD, 1, 52.9, 2020-05-11, BOUGHT
CSCO, 1, 38.7155, 2020-05-11, BOUGHT
KO, 1, 41.328, 2020-05-11, BOUGHT
NKE, 1, 86.4275, 2020-05-11, SOLD
ZM, 1, 159.43, 2020-05-11, SOLD
DIS, 1, 108.4, 2020-05-11, SOLD
TSLA, 1, 52.7007, 2020-05-11, SOLD
SBUX, 1, 71.7768, 2020-05-11, SOLD
BAMXF, 1, 43.4517, 2020-05-11, SOLD
POAHY, 1, 4.27342, 2020-05-11, SOLD
MCD, 1, 168.046, 2020-05-12, BOUGHT
JNJ, 1, 136.742, 2020-05-12, BOUGHT
NTDOY, 1, 10.528, 2020-05-12, BOUGHT
CROX, 1, 23.99, 2020-05-12, SOLD
V, 1, 179.183, 2020-05-12, SOLD
MCD, 1, 162.699, 2020-05-13, BOUGHT
JNJ, 1, 133.079, 2020-05-13, BOUGHT
NTDOY, 1, 10.502, 2020-05-13, BOUGHT
AEO, 3, 7.07981, 2020-05-13, SOLD
NVDA, 1, 78.9209, 2020-05-13, SOLD
CRM, 1, 175.17, 2020-05-13, SOLD
SHOP, 1, 75, 2020-05-13, SOLD
AMD, 1, 54.04, 2020-05-13, SOLD
CSCO, 1, 39.2856, 2020-05-13, SOLD
PMMAF, 2, 60.3289, 2020-05-13, SOLD
SQ, 1, 75.32, 2020-05-13, SOLD
MCD, 1, 157.176, 2020-05-14, BOUGHT
JNJ, 1, 132.451, 2020-05-14, BOUGHT
NTDOY, 1, 10.37, 2020-05-14, BOUGHT
CROX, 1, 22.28, 2020-05-15, BOUGHT
ADDYY, 1, 104.405, 2020-05-15, BOUGHT
AMZN, 1, 118.426, 2020-05-15, BOUGHT
NKE, 1, 82.3694, 2020-05-15, BOUGHT
AAPL, 1, 76.764, 2020-05-18, BOUGHT
GOOGL, 1, 68.079, 2020-05-18, BOUGHT
SPOT, 1, 160, 2020-05-18, BOUGHT
DIS, 1, 114.47, 2020-05-18, BOUGHT
DAL, 1, 22.5227, 2020-05-19, BOUGHT
COST, 1, 289.791, 2020-05-19, BOUGHT
LUV, 1, 27.8937, 2020-05-19, BOUGHT
AEO, 1, 8.03805, 2020-05-19, BOUGHT
TSLA, 1, 54.7, 2020-05-20, BOUGHT
SBUX, 1, 72.3482, 2020-05-20, BOUGHT
CRM, 1, 178.57, 2020-05-20, BOUGHT
HMC, 1, 22.4354, 2020-05-20, BOUGHT
DAL, 3, 22.2932, 2020-05-20, SOLD
LUV, 2, 27.8643, 2020-05-20, SOLD
PTON, 1, 44.98, 2020-05-21, BOUGHT
CL, 1, 65.7583, 2020-05-21, BOUGHT
PINS, 1, 19, 2020-05-21, BOUGHT
AXP, 1, 86.2524, 2020-05-21, BOUGHT
ADDYY, 1, 115.826, 2020-05-21, SOLD
NKE, 1, 89.7416, 2020-05-21, SOLD
AEO, 1, 7.8892, 2020-05-21, SOLD
MCD, 1, 170.364, 2020-05-22, BOUGHT
JPM, 1, 81.7028, 2020-05-22, BOUGHT
MAR, 1, 90.8885, 2020-05-22, BOUGHT
TM, 1, 117.99, 2020-05-22, BOUGHT
CROX, 1, 27.18, 2020-05-22, SOLD
AMZN, 1, 122.751, 2020-05-22, SOLD
AAPL, 1, 77.4014, 2020-05-22, SOLD
GOOGL, 1, 70.195, 2020-05-22, SOLD
DIS, 1, 117.5, 2020-05-22, SOLD
SBUX, 1, 72.9759, 2020-05-22, SOLD
CL, 3, 64.9063, 2020-05-22, SOLD
AXP, 1, 85.8695, 2020-05-22, SOLD
HSY, 1, 123.762, 2020-05-26, BOUGHT
UL, 1, 45.8409, 2020-05-26, BOUGHT
HLT, 1, 84.5792, 2020-05-26, BOUGHT
JNJ, 1, 134.103, 2020-05-26, BOUGHT
FDX, 1, 121.437, 2020-05-27, BOUGHT
MMM, 1, 134.741, 2020-05-27, BOUGHT
PHG, 1, 41.2817, 2020-05-27, BOUGHT
FL, 1, 26.5371, 2020-05-27, BOUGHT
SPOT, 1, 189.3, 2020-05-27, SOLD
TSLA, 1, 54.724, 2020-05-27, SOLD
CRM, 1, 176.29, 2020-05-27, SOLD
HSY, 3, 120.559, 2020-05-27, SOLD
MCD, 4, 174.298, 2020-05-27, SOLD
HLT, 1, 83.5956, 2020-05-27, SOLD
TGT, 1, 110.518, 2020-05-28, BOUGHT
ZM, 1, 159.23, 2020-05-28, BOUGHT
CRM, 1, 180, 2020-05-28, BOUGHT
HSY, 1, 126.721, 2020-05-28, BOUGHT
MAR, 1, 96.2424, 2020-05-28, SOLD
PTON, 1, 43.04, 2020-05-29, BOUGHT
AMZN, 1, 120.797, 2020-05-29, BOUGHT
GOOGL, 1, 71.0215, 2020-05-29, BOUGHT
NVDA, 1, 85.2705, 2020-05-29, BOUGHT
COST, 1, 289.391, 2020-05-29, SOLD
HMC, 2, 24.2358, 2020-05-29, SOLD
SPOT, 1, 181.5, 2020-06-01, BOUGHT
DIS, 1, 117.26, 2020-06-01, BOUGHT
TSLA, 1, 57.2, 2020-06-01, BOUGHT
JNJ, 1, 135.112, 2020-06-01, BOUGHT
JPM, 1, 88.7285, 2020-06-01, SOLD
TM, 1, 124.9, 2020-06-01, SOLD
AEO, 1, 9.35912, 2020-06-02, BOUGHT
SBUX, 1, 73.0415, 2020-06-02, BOUGHT
CRM, 1, 174.85, 2020-06-02, BOUGHT
CMG, 1, 1050, 2020-06-02, BOUGHT
TGT, 1, 112.111, 2020-06-02, SOLD
SHOP, 1, 77.793, 2020-06-03, BOUGHT
PG, 1, 109.023, 2020-06-03, BOUGHT
KO, 1, 42.7571, 2020-06-03, BOUGHT
LVMUY, 1, 82.6558, 2020-06-03, BOUGHT
TSLA, 1, 59.208, 2020-06-03, SOLD
UBSFY, 1, 15.27, 2020-06-04, BOUGHT
BAMXF, 1, 54.4899, 2020-06-04, BOUGHT
POAHY, 1, 5.0114, 2020-06-04, BOUGHT
JWN, 1, 17.9637, 2020-06-04, BOUGHT
PTON, 2, 47.4, 2020-06-04, SOLD
GOOGL, 1, 71.839, 2020-06-04, SOLD
SPOT, 1, 184.23, 2020-06-04, SOLD
HSY, 1, 125.707, 2020-06-04, SOLD
JNJ, 5, 134.662, 2020-06-04, SOLD
PG, 2, 108.931, 2020-06-04, SOLD
HSY, 1, 125.923, 2020-06-05, BOUGHT
AMD, 1, 52.99, 2020-06-05, BOUGHT
AMZN, 1, 122.226, 2020-06-05, SOLD
ZM, 1, 200.11, 2020-06-05, SOLD
AMZN, 1, 125.01, 2020-06-08, BOUGHT
GOOGL, 1, 71.314, 2020-06-08, BOUGHT
SPOT, 1, 183.5, 2020-06-08, BOUGHT
CRM, 1, 173.63, 2020-06-08, BOUGHT
DIS, 1, 125.1, 2020-06-08, SOLD
PHG, 1, 43.7627, 2020-06-08, SOLD
CL, 1, 67.8696, 2020-06-09, BOUGHT
SHOP, 1, 74.391, 2020-06-09, BOUGHT
ZI, 1, 46.93, 2020-06-09, BOUGHT
NFLX, 1, 421.65, 2020-06-09, BOUGHT
AEO, 1, 11.778, 2020-06-09, SOLD
SBUX, 1, 77.3975, 2020-06-09, SOLD
NVDA, 1, 87.7576, 2020-06-09, SOLD
UL, 2, 49.3302, 2020-06-09, SOLD
FL, 1, 30.5429, 2020-06-09, SOLD
LVMUY, 3, 84.8588, 2020-06-09, SOLD
CMG, 1, 1042.62, 2020-06-10, BOUGHT
FDX, 1, 136.617, 2020-06-10, SOLD
KO, 3, 44.4667, 2020-06-10, SOLD
BAMXF, 1, 56.1492, 2020-06-10, SOLD
POAHY, 1, 5.11437, 2020-06-10, SOLD
JWN, 2, 19.606, 2020-06-10, SOLD
COST, 1, 292.045, 2020-06-11, BOUGHT
JNJ, 1, 136.295, 2020-06-11, BOUGHT
AMZN, 1, 130.175, 2020-06-11, SOLD
GOOGL, 1, 72.0515, 2020-06-11, SOLD
SPOT, 1, 184.5, 2020-06-11, SOLD
PINS, 1, 20.91, 2020-06-11, SOLD
AMD, 1, 55.94, 2020-06-11, SOLD
MMM, 1, 140.052, 2020-06-11, SOLD
ZI, 1, 48.09, 2020-06-11, SOLD
CROX, 1, 31.57, 2020-06-12, BOUGHT
TGT, 1, 112.036, 2020-06-12, BOUGHT
DAL, 1, 29.8273, 2020-06-12, BOUGHT
LUV, 1, 35.2928, 2020-06-12, BOUGHT
CRM, 3, 175.9, 2020-06-12, SOLD
CL, 1, 68.1475, 2020-06-12, SOLD
AEO, 1, 10.7918, 2020-06-15, BOUGHT
JNJ, 1, 129.342, 2020-06-15, SOLD
UBSFY, 1, 15.04, 2020-06-15, SOLD
CROX, 1, 33.4, 2020-06-16, BOUGHT
ADDYY, 1, 132.369, 2020-06-16, BOUGHT
AMZN, 1, 131, 2020-06-16, BOUGHT
NKE, 1, 98.0728, 2020-06-16, BOUGHT
TGT, 1, 111.933, 2020-06-17, BOUGHT
GOOGL, 1, 72.647, 2020-06-17, BOUGHT
SPOT, 1, 187, 2020-06-17, BOUGHT
DIS, 1, 118.64, 2020-06-17, BOUGHT
COST, 1, 285.396, 2020-06-18, BOUGHT
TSLA, 1, 66.8667, 2020-06-18, BOUGHT
SBUX, 1, 71.8705, 2020-06-18, BOUGHT
CRM, 1, 181.91, 2020-06-18, BOUGHT
AMZN, 1, 132.35, 2020-06-18, SOLD
HMC, 1, 25.3272, 2020-06-19, BOUGHT
HSY, 1, 124.974, 2020-06-19, BOUGHT
CMG, 1, 1040, 2020-06-19, BOUGHT
PINS, 1, 23.37, 2020-06-19, BOUGHT
AMD, 1, 54.67, 2020-06-22, BOUGHT
MA, 1, 294.294, 2020-06-22, BOUGHT
MCD, 1, 172.913, 2020-06-22, BOUGHT
UL, 1, 51.5377, 2020-06-22, BOUGHT
CROX, 2, 32.42, 2020-06-22, SOLD
SPOT, 1, 228.33, 2020-06-22, SOLD
DIS, 1, 114.19, 2020-06-22, SOLD
DAL, 1, 28.9692, 2020-06-22, SOLD
LUV, 1, 33.306, 2020-06-22, SOLD
AEO, 1, 10.8197, 2020-06-22, SOLD
TSLA, 1, 66.6633, 2020-06-22, SOLD
CRM, 1, 187.03, 2020-06-22, SOLD
PINS, 1, 23.33, 2020-06-22, SOLD
CROX, 1, 33.31, 2020-06-23, BOUGHT
ADDYY, 1, 132.533, 2020-06-23, BOUGHT
AAPL, 1, 89.2235, 2020-06-23, BOUGHT
NKE, 1, 97.9759, 2020-06-23, BOUGHT
CSCO, 1, 40.987, 2020-06-24, BOUGHT
JPM, 1, 87.8208, 2020-06-24, BOUGHT
MAR, 1, 88.0784, 2020-06-24, BOUGHT
TM, 1, 129.4, 2020-06-24, BOUGHT
ADDYY, 2, 130.552, 2020-06-24, SOLD
NKE, 2, 97.7725, 2020-06-24, SOLD
UL, 1, 50.9235, 2020-06-24, SOLD
HD, 1, 226.664, 2020-06-25, BOUGHT
PG, 1, 107.999, 2020-06-25, BOUGHT
FDX, 1, 126.864, 2020-06-25, BOUGHT
MMM, 1, 133.043, 2020-06-25, BOUGHT
AAPL, 1, 88.4146, 2020-06-25, SOLD
TGT, 2, 111.858, 2020-06-25, SOLD
GOOGL, 1, 71.561, 2020-06-25, SOLD
COST, 2, 282.599, 2020-06-25, SOLD
SHOP, 2, 88.656, 2020-06-25, SOLD
DIS, 1, 110.95, 2020-06-26, BOUGHT
DAL, 1, 27.9613, 2020-06-26, BOUGHT
COST, 1, 285.786, 2020-06-26, BOUGHT
LUV, 1, 32.4251, 2020-06-26, BOUGHT
TSLA, 1, 64.6007, 2020-06-29, BOUGHT
PHG, 1, 44.1967, 2020-06-29, BOUGHT
V, 1, 185.692, 2020-06-29, BOUGHT
LVMUY, 1, 82.8942, 2020-06-29, BOUGHT
CROX, 1, 33.38, 2020-06-29, SOLD
CMG, 3, 1034.82, 2020-06-29, SOLD
ADDYY, 1, 125.856, 2020-06-30, BOUGHT
AAPL, 1, 88.2626, 2020-06-30, BOUGHT
NKE, 1, 92.9875, 2020-06-30, BOUGHT
TGT, 1, 111.38, 2020-06-30, BOUGHT
AMZN, 1, 137.9, 2020-07-01, BOUGHT
GOOGL, 1, 70.9585, 2020-07-01, BOUGHT
AEO, 1, 10.1499, 2020-07-01, BOUGHT
SBUX, 1, 69.3224, 2020-07-01, BOUGHT
ZM, 1, 261, 2020-07-02, BOUGHT
NVDA, 1, 96.1245, 2020-07-02, BOUGHT
CRM, 1, 193.16, 2020-07-02, BOUGHT
HMC, 1, 24.2069, 2020-07-02, BOUGHT
DAL, 1, 28.4802, 2020-07-02, SOLD
LUV, 1, 33.9617, 2020-07-02, SOLD
CL, 1, 68.2679, 2020-07-06, BOUGHT
HSY, 1, 123.546, 2020-07-06, BOUGHT
PINS, 1, 24.56, 2020-07-06, BOUGHT
AMD, 1, 52.9, 2020-07-06, BOUGHT
DIS, 1, 113.83, 2020-07-06, SOLD
SBUX, 2, 70.1936, 2020-07-06, SOLD
AXP, 1, 91.7687, 2020-07-07, BOUGHT
MCD, 1, 174.186, 2020-07-07, BOUGHT
JPM, 1, 85.991, 2020-07-07, BOUGHT
MAR, 1, 87.3882, 2020-07-07, BOUGHT
ADDYY, 1, 132.485, 2020-07-07, SOLD
NKE, 1, 96.1065, 2020-07-07, SOLD
TGT, 1, 110.836, 2020-07-07, SOLD
ZM, 1, 261.55, 2020-07-07, SOLD
AEO, 1, 10.3918, 2020-07-07, SOLD
CL, 1, 67.777, 2020-07-07, SOLD
HSY, 3, 121.179, 2020-07-07, SOLD
HLT, 1, 73.8193, 2020-07-08, BOUGHT
JNJ, 1, 131.057, 2020-07-08, BOUGHT
UBER, 1, 33.21, 2020-07-08, BOUGHT
FL, 1, 25.6369, 2020-07-08, BOUGHT
AMZN, 1, 151.13, 2020-07-08, SOLD
TSLA, 1, 93.6667, 2020-07-08, SOLD
MCD, 2, 172.448, 2020-07-08, SOLD
CSCO, 1, 41.5835, 2020-07-08, SOLD
CROX, 1, 35.05, 2020-07-09, BOUGHT
ADDYY, 1, 130.059, 2020-07-09, BOUGHT
NKE, 1, 95.4575, 2020-07-09, BOUGHT
DAL, 1, 26.7338, 2020-07-09, BOUGHT
TGT, 1, 110.387, 2020-07-10, BOUGHT
PMMAF, 1, 73.3195, 2020-07-10, BOUGHT
BAMXF, 1, 54.7246, 2020-07-10, BOUGHT
AAPL, 1, 93.4738, 2020-07-10, SOLD
UBER, 1, 33.14, 2020-07-10, SOLD
FDX, 1, 148.902, 2020-07-10, SOLD
PHG, 1, 44.6306, 2020-07-10, SOLD
ADDYY, 1, 132.919, 2020-07-13, BOUGHT
NKE, 1, 95.1669, 2020-07-13, BOUGHT
DAL, 1, 27.1729, 2020-07-13, BOUGHT
LUV, 1, 32.709, 2020-07-13, BOUGHT
AEO, 1, 9.64752, 2020-07-14, BOUGHT
HMC, 1, 24.1601, 2020-07-14, BOUGHT
AXP, 1, 89.6053, 2020-07-14, BOUGHT
UL, 1, 48.5825, 2020-07-14, BOUGHT
CROX, 1, 33.43, 2020-07-14, SOLD
ADDYY, 2, 128.069, 2020-07-14, SOLD
TGT, 1, 111.249, 2020-07-14, SOLD
GOOGL, 1, 74.6395, 2020-07-14, SOLD
COST, 1, 305.678, 2020-07-14, SOLD
NVDA, 1, 100.473, 2020-07-14, SOLD
CRM, 1, 185.99, 2020-07-14, SOLD
PINS, 1, 24.64, 2020-07-14, SOLD
AMD, 2, 53.3, 2020-07-14, SOLD
CROX, 1, 35.5, 2020-07-15, BOUGHT
NKE, 1, 95.3219, 2020-07-15, BOUGHT
GOOGL, 1, 76.1615, 2020-07-15, BOUGHT
SPOT, 1, 265, 2020-07-15, BOUGHT
PTON, 1, 62.21, 2020-07-16, BOUGHT
SBUX, 1, 70.1655, 2020-07-16, BOUGHT
CRM, 1, 186.42, 2020-07-16, BOUGHT
JPM, 1, 90.5372, 2020-07-16, BOUGHT
AMZN, 1, 150.45, 2020-07-17, BOUGHT
PINS, 1, 24.93, 2020-07-17, BOUGHT
TM, 1, 127.08, 2020-07-17, BOUGHT
KO, 1, 42.4154, 2020-07-17, BOUGHT
CROX, 1, 35.73, 2020-07-17, SOLD
DAL, 2, 27.2727, 2020-07-17, SOLD
LUV, 1, 33.3452, 2020-07-17, SOLD
HMC, 3, 24.6561, 2020-07-17, SOLD
AXP, 2, 92.6437, 2020-07-17, SOLD
MA, 1, 296.782, 2020-07-17, SOLD
ADBE, 1, 434.06, 2020-07-20, BOUGHT
AEO, 1, 10.0011, 2020-07-20, SOLD
JPM, 3, 89.2998, 2020-07-20, SOLD
MAR, 2, 89.3701, 2020-07-20, SOLD
HLT, 1, 78.926, 2020-07-20, SOLD
HD, 1, 239.849, 2020-07-20, SOLD
MMM, 1, 138.993, 2020-07-20, SOLD
FL, 1, 24.8268, 2020-07-20, SOLD
NFLX, 1, 489.14, 2020-07-20, SOLD
NTDOY, 3, 11.098, 2020-07-20, SOLD
PTON, 1, 64.85, 2020-07-21, BOUGHT
NKE, 1, 93.8787, 2020-07-21, BOUGHT
ZM, 1, 268.75, 2020-07-21, BOUGHT
SHOP, 1, 102.222, 2020-07-21, BOUGHT
JNJ, 1, 137.231, 2020-07-21, SOLD
FL, 1, 27.0052, 2020-07-22, BOUGHT
ZI, 1, 42.44, 2020-07-22, BOUGHT
JWN, 1, 14.2963, 2020-07-22, BOUGHT
PTON, 2, 62.9, 2020-07-22, SOLD
AMZN, 1, 156.25, 2020-07-22, SOLD
GOOGL, 1, 77.7855, 2020-07-22, SOLD
ZM, 1, 261.95, 2020-07-22, SOLD
SBUX, 1, 70.7463, 2020-07-22, SOLD
CRM, 1, 190.78, 2020-07-22, SOLD
PINS, 1, 25.4, 2020-07-22, SOLD
SHOP, 1, 96.473, 2020-07-22, SOLD
TM, 2, 125.76, 2020-07-22, SOLD
TGT, 1, 115.661, 2020-07-23, BOUGHT
CL, 1, 69.7607, 2020-07-23, BOUGHT
SPOT, 1, 287.55, 2020-07-23, SOLD
ADBE, 1, 445.04, 2020-07-23, SOLD
FL, 1, 26.4831, 2020-07-23, SOLD
LVMUY, 1, 89.2944, 2020-07-23, SOLD
PMMAF, 1, 75.336, 2020-07-23, SOLD
DAL, 1, 26.4245, 2020-07-24, BOUGHT
JWN, 1, 14.1843, 2020-07-24, BOUGHT
NKE, 4, 95.0604, 2020-07-24, SOLD
TGT, 1, 114.809, 2020-07-24, SOLD
KO, 1, 44.177, 2020-07-24, SOLD
V, 1, 191.324, 2020-07-24, SOLD
BAMXF, 1, 58.4958, 2020-07-24, SOLD
AMZN, 1, 153.1, 2020-07-27, BOUGHT
AAPL, 1, 91.8806, 2020-07-27, BOUGHT
GOOGL, 1, 75.663, 2020-07-27, BOUGHT
ZM, 1, 249.28, 2020-07-27, BOUGHT
PG, 1, 116.781, 2020-07-27, SOLD
TSLA, 1, 100.267, 2020-07-28, BOUGHT
NVDA, 1, 103.457, 2020-07-28, BOUGHT
CRM, 1, 191, 2020-07-28, BOUGHT
CMG, 1, 1140.66, 2020-07-28, BOUGHT
UL, 1, 53.7273, 2020-07-28, SOLD
CROX, 1, 35.74, 2020-07-29, BOUGHT
DIS, 1, 116.22, 2020-07-29, BOUGHT
DAL, 1, 25.9655, 2020-07-29, BOUGHT
LUV, 1, 31.8869, 2020-07-29, BOUGHT
NKE, 1, 93.4428, 2020-07-30, BOUGHT
AEO, 1, 10.0476, 2020-07-30, BOUGHT
PINS, 1, 24.59, 2020-07-30, BOUGHT
LOGI, 1, 67.9077, 2020-07-30, BOUGHT
TGT, 1, 116.439, 2020-07-31, BOUGHT
SPOT, 1, 264.63, 2020-07-31, BOUGHT
DIS, 1, 115.22, 2020-07-31, BOUGHT
COST, 1, 309.672, 2020-07-31, BOUGHT
CROX, 1, 37.86, 2020-07-31, SOLD
DAL, 1, 24.7979, 2020-08-03, BOUGHT
SHOP, 1, 103.2, 2020-08-03, BOUGHT
ADBE, 1, 449.84, 2020-08-03, BOUGHT
MSFT, 1, 205.371, 2020-08-03, BOUGHT
AMZN, 1, 159.025, 2020-08-03, SOLD
AEO, 1, 9.3126, 2020-08-03, SOLD
LUV, 1, 31.0256, 2020-08-04, BOUGHT
HMC, 1, 24.1976, 2020-08-04, BOUGHT
AXP, 1, 89.8937, 2020-08-04, BOUGHT
MAR, 1, 82.2512, 2020-08-04, BOUGHT
NKE, 1, 94.7214, 2020-08-04, SOLD
CL, 1, 71.2884, 2020-08-04, SOLD
LOGI, 1, 68.9414, 2020-08-04, SOLD
ADBE, 1, 448.26, 2020-08-04, SOLD
ADDYY, 1, 136.929, 2020-08-05, BOUGHT
HSY, 1, 135.758, 2020-08-05, BOUGHT
TM, 1, 125.67, 2020-08-05, BOUGHT
HLT, 1, 79.0949, 2020-08-05, BOUGHT
ZM, 1, 266.29, 2020-08-05, SOLD
CRM, 1, 202.8, 2020-08-05, SOLD
HMC, 1, 23.9917, 2020-08-05, SOLD
SPOT, 1, 252.53, 2020-08-06, BOUGHT
SBUX, 1, 70.8298, 2020-08-06, BOUGHT
JPM, 1, 89.4373, 2020-08-06, BOUGHT
JNJ, 1, 136.13, 2020-08-06, BOUGHT
TGT, 1, 121.33, 2020-08-06, SOLD
CMG, 1, 1165.25, 2020-08-06, SOLD
HLT, 1, 78.7869, 2020-08-06, SOLD
GOOGL, 1, 75.452, 2020-08-07, BOUGHT
HSY, 1, 134.34, 2020-08-07, BOUGHT
UBER, 1, 33.09, 2020-08-07, BOUGHT
MMM, 1, 136.491, 2020-08-07, BOUGHT
DAL, 3, 26.644, 2020-08-07, SOLD
LUV, 2, 32.1413, 2020-08-07, SOLD
NVDA, 1, 112.813, 2020-08-07, SOLD
PINS, 1, 35.85, 2020-08-07, SOLD
SHOP, 1, 108, 2020-08-07, SOLD
HMC, 1, 23.187, 2020-08-10, BOUGHT
CL, 1, 71.2604, 2020-08-10, BOUGHT
UL, 1, 53.7657, 2020-08-10, BOUGHT
ZI, 1, 46.44, 2020-08-10, BOUGHT
AAPL, 1, 110.601, 2020-08-10, SOLD
GOOGL, 2, 74.54, 2020-08-10, SOLD
DIS, 2, 129.75, 2020-08-10, SOLD
COST, 1, 324.821, 2020-08-10, SOLD
TSLA, 1, 96.5333, 2020-08-10, SOLD
UBER, 1, 33.04, 2020-08-10, SOLD
LVMUY, 1, 87.1055, 2020-08-11, BOUGHT
NFLX, 1, 479.75, 2020-08-11, BOUGHT
SQ, 1, 137.94, 2020-08-11, BOUGHT
MSFT, 1, 201.137, 2020-08-11, SOLD
ZI, 2, 40.07, 2020-08-11, SOLD
SPOT, 1, 255.36, 2020-08-12, BOUGHT
TSLA, 1, 98, 2020-08-12, BOUGHT
LOGI, 1, 69.8794, 2020-08-12, BOUGHT
UL, 1, 53.6401, 2020-08-12, BOUGHT
ADDYY, 1, 149.365, 2020-08-12, SOLD
AMZN, 1, 159.15, 2020-08-13, BOUGHT
ZM, 1, 238.15, 2020-08-13, BOUGHT
COST, 1, 321.275, 2020-08-13, BOUGHT
NVDA, 1, 115.142, 2020-08-13, BOUGHT
SBUX, 1, 74.3336, 2020-08-13, SOLD
HMC, 1, 24.1134, 2020-08-13, SOLD
AXP, 1, 96.6629, 2020-08-13, SOLD
PTON, 1, 66.64, 2020-08-14, BOUGHT
CRM, 1, 195.22, 2020-08-14, BOUGHT
CMG, 1, 1189.41, 2020-08-14, BOUGHT
PINS, 1, 34.75, 2020-08-14, BOUGHT
NVDA, 1, 114.982, 2020-08-14, SOLD
SHOP, 1, 99.9, 2020-08-17, BOUGHT
AMD, 1, 82.09, 2020-08-17, BOUGHT
ADBE, 1, 450, 2020-08-17, BOUGHT
SPOT, 3, 254.31, 2020-08-17, SOLD
CL, 1, 71.5958, 2020-08-17, SOLD
HSY, 2, 137.458, 2020-08-17, SOLD
JPM, 1, 93.0302, 2020-08-17, SOLD
MAR, 1, 95.8579, 2020-08-17, SOLD
TM, 1, 134.95, 2020-08-17, SOLD
JNJ, 1, 136.057, 2020-08-17, SOLD
JWN, 2, 16.0506, 2020-08-17, SOLD
PINS, 1, 35.98, 2020-08-18, BOUGHT
UL, 1, 53.963, 2020-08-18, BOUGHT
POAHY, 1, 5.32032, 2020-08-18, BOUGHT
LOGI, 1, 70.8652, 2020-08-18, SOLD
MMM, 1, 143.876, 2020-08-18, SOLD
LUV, 1, 34.1673, 2020-08-19, BOUGHT
UBER, 1, 30.15, 2020-08-19, BOUGHT
BAMXF, 1, 58.9232, 2020-08-19, BOUGHT
TSLA, 1, 124.333, 2020-08-19, SOLD
PINS, 2, 35.79, 2020-08-19, SOLD
LVMUY, 1, 88.5744, 2020-08-19, SOLD
SQ, 1, 151.22, 2020-08-19, SOLD
AEO, 1, 10.5034, 2020-08-20, BOUGHT
ZI, 1, 37.99, 2020-08-20, BOUGHT
PTON, 1, 67.59, 2020-08-20, SOLD
AMZN, 1, 162.6, 2020-08-20, SOLD
ZM, 1, 274.45, 2020-08-20, SOLD
COST, 1, 324.278, 2020-08-20, SOLD
CRM, 1, 203.85, 2020-08-20, SOLD
CMG, 1, 1212.63, 2020-08-20, SOLD
SHOP, 1, 100.41, 2020-08-20, SOLD
ADBE, 1, 460.99, 2020-08-20, SOLD
UL, 3, 53.5414, 2020-08-20, SOLD
NFLX, 1, 484.69, 2020-08-20, SOLD
DIS, 1, 127.72, 2020-08-21, BOUGHT
DAL, 1, 27.5022, 2020-08-21, BOUGHT
LUV, 1, 33.5703, 2020-08-21, BOUGHT
AXP, 1, 92.7783, 2020-08-21, BOUGHT
CROX, 1, 38.75, 2020-08-24, BOUGHT
ADDYY, 1, 148.051, 2020-08-24, BOUGHT
SBUX, 1, 73.1939, 2020-08-24, BOUGHT
HMC, 1, 23.3929, 2020-08-24, BOUGHT
AEO, 1, 10.4476, 2020-08-25, BOUGHT
LOGI, 1, 70.712, 2020-08-25, BOUGHT
CSCO, 1, 38.5188, 2020-08-25, BOUGHT
JPM, 1, 92.8194, 2020-08-25, BOUGHT
PTON, 1, 66.97, 2020-08-26, BOUGHT
PINS, 1, 34.18, 2020-08-26, BOUGHT
SHOP, 1, 104.9, 2020-08-26, BOUGHT
MAR, 1, 96.9622, 2020-08-26, BOUGHT
CROX, 1, 40.23, 2020-08-26, SOLD
DIS, 1, 130, 2020-08-26, SOLD
LUV, 2, 36.1247, 2020-08-26, SOLD
AXP, 1, 94.7687, 2020-08-26, SOLD
CSCO, 1, 38.6738, 2020-08-27, BOUGHT
TM, 1, 134.17, 2020-08-27, BOUGHT
HLT, 1, 87.0928, 2020-08-27, BOUGHT
UBER, 1, 32.4, 2020-08-27, BOUGHT
HMC, 1, 23.8794, 2020-08-27, SOLD
AMD, 1, 86.35, 2020-08-27, SOLD
MMM, 1, 145.371, 2020-08-28, BOUGHT
