2020-02-19,BOUGHT,AAPL,1,78.2265
2020-02-19,BOUGHT,SPOT,1,145.57
2020-02-20,BOUGHT,DIS,1,141.63
2020-02-20,BOUGHT,LOGI,1,41.07
2020-02-20,BOUGHT,UBER,1,41
2020-02-20,BOUGHT,LVMUY,1,83.6525
2020-02-21,BOUGHT,BAMXF,1,56.388
2020-02-24,BOUGHT,CMG,1,897.42
2020-02-24,SOLD,SPOT,2,140.48
2020-02-25,BOUGHT,SQ,1,80.74
2020-02-26,BOUGHT,MSFT,1,164.319
2020-02-26,SOLD,MSFT,1,164.319
2020-02-27,BOUGHT,ZM,1,109.43
2020-02-27,SOLD,PMMAF,1,73.969
2020-02-28,BOUGHT,PTON,1,28
2020-02-28,SOLD,PTON,1,28
2020-03-02,BOUGHT,ADDYY,1,133.808
2020-03-03,BOUGHT,CROX,1,26.83
2020-03-03,SOLD,CROX,1,26.83
2020-03-04,BOUGHT,AMZN,1,97.3285
2020-03-04,SOLD,ZM,1,118.51
2020-03-05,BOUGHT,AEO,1,12.2618
2020-03-06,BOUGHT,COST,1,296.268
2020-03-06,SOLD,COST,1,296.268
2020-03-09,BOUGHT,SPOT,1,136.93
2020-03-09,SOLD,SPOT,1,136.93
2020-03-10,BOUGHT,SPOT,1,141.76
2020-03-10,SOLD,SPOT,1,141.76
2020-03-11,BOUGHT,SPOT,1,139.08
2020-03-11,SOLD,SPOT,1,139.08
2020-03-12,BOUGHT,ZM,1,106.25
2020-03-12,SOLD,ZM,1,106.25
2020-03-13,BOUGHT,CROX,1,19.59
2020-03-13,SOLD,ADDYY,5,98.7426
2020-03-16,BOUGHT,PMMAF,1,53.0483
2020-03-16,SOLD,PMMAF,1,53.0483
2020-03-17,BOUGHT,ADDYY,1,91.9981
2020-03-18,BOUGHT,CL,1,62.4064
2020-03-19,BOUGHT,AAPL,1,60.4764
2020-03-19,SOLD,AAPL,2,60.4764
2020-03-20,BOUGHT,PTON,1,25
2020-03-20,SOLD,PTON,1,25
2020-03-23,BOUGHT,AMZN,1,91.3875
2020-03-23,SOLD,AMZN,3,91.3875
2020-03-24,BOUGHT,COST,1,279.61
2020-03-24,SOLD,COST,1,279.61
2020-03-25,BOUGHT,ZM,1,140.105
2020-03-25,SOLD,ZM,1,140.105
2020-03-26,BOUGHT,AAPL,1,60.2637
2020-03-27,BOUGHT,SHOP,1,42.761
2020-03-27,SOLD,CROX,1,18
2020-03-30,BOUGHT,ADDYY,1,108.222
2020-03-30,SOLD,AAPL,1,61.2953
2020-03-31,BOUGHT,HMC,1,20.7748
2020-04-01,BOUGHT,CL,1,59.599
2020-04-02,BOUGHT,SPOT,1,120.69
2020-04-02,SOLD,PG,1,98.7549
2020-04-03,BOUGHT,PTON,1,27.07
2020-04-03,SOLD,PTON,1,27.07
2020-04-06,BOUGHT,AEO,1,6.62395
2020-04-06,SOLD,AEO,2,6.62395
2020-04-07,BOUGHT,PTON,1,28.8
2020-04-07,SOLD,PTON,1,28.8
2020-04-08,BOUGHT,COST,1,289.595
2020-04-09,BOUGHT,AMD,1,49.65
2020-04-09,SOLD,SHOP,1,42.251
2020-04-13,BOUGHT,AEO,1,8.97769
2020-04-13,SOLD,AMD,1,48.47
2020-04-14,BOUGHT,LUV,1,34.4217
2020-04-15,BOUGHT,HD,1,182.859
2020-04-16,BOUGHT,TSLA,1,47.796
2020-04-17,BOUGHT,AAPL,1,69.5947
2020-04-20,BOUGHT,COST,1,301.783
2020-04-21,BOUGHT,JNJ,1,136.76
2020-04-22,BOUGHT,SPOT,1,141.54
2020-04-22,SOLD,CL,3,65.9342
2020-04-23,BOUGHT,ADBE,1,338.9
2020-04-23,SOLD,HD,1,187.139
2020-04-24,BOUGHT,MSFT,1,166.594
2020-04-27,BOUGHT,MSFT,1,170.98
2020-04-27,SOLD,MSFT,2,170.98
2020-04-28,BOUGHT,AMZN,1,118.605
2020-04-29,BOUGHT,CROX,1,24.32
2020-04-30,BOUGHT,TGT,1,103.523
2020-05-01,BOUGHT,HMC,1,21.3812
2020-05-01,SOLD,HMC,2,21.3812
2020-05-04,BOUGHT,UBER,1,27.56
2020-05-04,SOLD,NFLX,1,417.78
2020-05-05,BOUGHT,AXP,1,84.2327
2020-05-06,BOUGHT,MAR,1,83.1386
2020-05-07,BOUGHT,FDX,1,110.944
2020-05-07,SOLD,AXP,1,81.6483
2020-05-08,BOUGHT,MAR,1,86.8459
2020-05-08,SOLD,TGT,1,106.906
2020-05-11,BOUGHT,POAHY,1,4.27342
2020-05-12,BOUGHT,V,1,179.183
2020-05-12,SOLD,V,2,179.183
2020-05-13,BOUGHT,CMG,1,929.84
2020-05-14,BOUGHT,PTON,1,45.39
2020-05-14,SOLD,PTON,1,45.39
2020-05-15,BOUGHT,UBER,1,32.26
2020-05-15,SOLD,UBER,3,32.26
2020-05-18,BOUGHT,GOOGL,1,68.079
2020-05-18,SOLD,SPOT,2,160
2020-05-19,BOUGHT,PTON,1,45.08
2020-05-19,SOLD,PTON,1,45.08
2020-05-20,BOUGHT,TGT,1,116.261
2020-05-21,BOUGHT,AEO,1,7.8892
2020-05-22,BOUGHT,AMZN,1,122.751
2020-05-22,SOLD,GOOGL,1,70.195
2020-05-26,BOUGHT,HLT,1,84.5792
2020-05-26,SOLD,JNJ,1,134.103
2020-05-27,BOUGHT,AAPL,1,77.4921
2020-05-27,SOLD,LOGI,2,52.3545
2020-05-28,BOUGHT,DIS,1,121.6
2020-05-28,SOLD,ADBE,1,372.5
2020-05-29,BOUGHT,CMG,1,1001
2020-06-01,BOUGHT,TM,1,124.9
2020-06-02,BOUGHT,MAR,1,95.8677
2020-06-03,BOUGHT,CSCO,1,42.5164
2020-06-04,BOUGHT,PG,1,108.931
2020-06-05,BOUGHT,ZM,1,200.11
2020-06-08,BOUGHT,LUV,1,39.286
2020-06-08,SOLD,PHG,1,43.7627
2020-06-09,BOUGHT,AXP,1,105.367
2020-06-09,SOLD,TM,1,130
2020-06-10,BOUGHT,FDX,1,136.617
2020-06-10,SOLD,TGT,1,113.132
2020-06-11,BOUGHT,PINS,1,20.91
2020-06-12,BOUGHT,MA,1,293.499
2020-06-15,BOUGHT,CRM,1,172
2020-06-15,SOLD,CRM,1,172
2020-06-16,BOUGHT,JNJ,1,132.177
2020-06-16,SOLD,JNJ,1,132.177
2020-06-17,BOUGHT,JNJ,1,132.92
2020-06-17,SOLD,JNJ,1,132.92
2020-06-18,BOUGHT,AMZN,1,132.35
2020-06-19,BOUGHT,UBSFY,1,14.91
2020-06-22,BOUGHT,LUV,1,33.306
2020-06-23,BOUGHT,LUV,1,34.04
2020-06-23,SOLD,LUV,4,34.04
2020-06-24,BOUGHT,LOGI,1,60.155
2020-06-25,BOUGHT,PINS,1,22.94
2020-06-25,SOLD,PINS,3,22.94
2020-06-26,BOUGHT,ADBE,1,436
2020-06-26,SOLD,ADBE,1,436
2020-06-29,BOUGHT,CMG,1,1034.82
2020-06-30,BOUGHT,ZM,1,249.87
2020-07-01,BOUGHT,AEO,1,10.1499
2020-07-02,BOUGHT,LUV,1,33.9617
2020-07-02,SOLD,CROX,1,36.12
2020-07-06,BOUGHT,SBUX,1,70.1936
2020-07-06,SOLD,SBUX,1,70.1936
2020-07-07,BOUGHT,AEO,1,10.3918
2020-07-08,BOUGHT,MCD,1,172.448
2020-07-08,SOLD,MCD,1,172.448
2020-07-09,BOUGHT,TSLA,1,93.1327
2020-07-10,BOUGHT,FDX,1,148.902
2020-07-13,BOUGHT,CL,1,68.1845
2020-07-13,SOLD,CL,1,68.1845
2020-07-14,BOUGHT,DIS,1,115.23
